user,item,rating,timestamp
197,185,3.0,1250121600
494,116,2.0,1404259200
614,359,5.0,1311206400
1283,267,5.0,1290988800
312,273,4.0,1399766400
713,418,3.0,1321488000
812,107,4.0,1301443200
393,163,4.0,1300838400
288,253,5.0,1279843200
344,626,4.0,1405900800
880,451,5.0,1404172800
767,664,4.0,1403913600
656,541,4.0,1373155200
197,79,4.0,1277164800
456,41,4.0,1293580800
897,132,4.0,1301011200
616,550,4.0,1381968000
755,152,5.0,1399420800
236,187,5.0,1248048000
22,641,4.0,1390435200
130,201,4.0,1261526400
593,25,4.0,1400025600
855,287,5.0,1307318400
562,521,5.0,1370476800
746,459,3.0,1353888000
976,306,5.0,1335312000
341,272,5.0,1404864000
618,271,1.0,1320278400
279,10,3.0,1404086400
994,55,4.0,1338595200
1292,294,2.0,1286928000
860,467,5.0,1366243200
602,641,5.0,1391385600
557,155,4.0,1229558400
210,200,5.0,1260057600
1351,667,5.0,1400716800
600,56,5.0,1398297600
858,353,4.0,1316736000
822,625,4.0,1391040000
310,9,4.0,1290038400
870,256,5.0,1336176000
246,444,4.0,1341705600
361,361,4.0,1355270400
36,296,4.0,1327536000
98,272,5.0,1403654400
251,480,5.0,1357689600
420,185,5.0,1250035200
579,405,4.0,1320278400
1028,62,5.0,1389830400
500,352,4.0,1298592000
670,468,5.0,1343779200
1233,625,3.0,1392595200
206,14,5.0,1283212800
360,601,3.0,1390435200
566,246,5.0,1327536000
353,591,3.0,1377302400
718,118,5.0,1302307200
635,268,5.0,1286150400
1300,401,5.0,1320537600
642,625,3.0,1392422400
228,470,3.0,1392681600
665,81,5.0,1378425600
1228,156,5.0,1231718400
105,27,5.0,1399161600
1300,366,5.0,1309824000
457,311,3.0,1296086400
951,205,4.0,1308873600
74,238,5.0,1315008000
1136,424,4.0,1373068800
9,9,5.0,1288224000
982,586,4.0,1389744000
168,247,3.0,1274227200
674,279,5.0,1398643200
77,396,5.0,1320278400
713,211,5.0,1255305600
435,13,5.0,1329955200
1226,410,5.0,1351382400
201,198,5.0,1259280000
80,199,4.0,1302048000
766,569,5.0,1372809600
61,201,5.0,1260835200
979,54,5.0,1326240000
802,484,5.0,1358035200
403,474,5.0,1368576000
935,499,4.0,1355961600
101,186,5.0,1248825600
1348,359,5.0,1311206400
408,607,5.0,1396396800
1165,177,5.0,1404086400
81,501,3.0,1365120000
520,425,4.0,1326153600
692,594,4.0,1385683200
354,91,4.0,1381276800
759,300,5.0,1349481600
89,244,4.0,1366243200
1195,441,4.0,1351036800
728,316,4.0,1385337600
1225,655,3.0,1387497600
789,356,5.0,1314662400
162,362,4.0,1313884800
143,582,4.0,1399593600
632,462,5.0,1370995200
46,52,5.0,1394323200
281,546,4.0,1367539200
103,253,4.0,1282176000
1064,321,4.0,1320537600
393,136,3.0,1395705600
396,589,4.0,1380326400
574,211,4.0,1257292800
259,236,5.0,1400112000
1047,63,4.0,1337644800
522,615,5.0,1388448000
764,635,5.0,1392681600
1209,406,5.0,1323820800
1118,207,4.0,1254441600
1190,107,5.0,1302307200
906,362,5.0,1316736000
86,285,5.0,1403654400
110,201,5.0,1259539200
1000,461,3.0,1345593600
268,8,5.0,1335052800
193,31,4.0,1322524800
203,53,5.0,1394236800
159,218,3.0,1331596800
1182,555,3.0,1377907200
755,494,5.0,1359158400
582,115,3.0,1283472000
1031,402,2.0,1329264000
236,459,2.0,1354579200
1372,247,4.0,1272499200
290,323,5.0,1322179200
162,97,5.0,1326585600
542,213,4.0,1254960000
1238,376,5.0,1319760000
16,376,3.0,1320710400
376,578,5.0,1404691200
962,254,5.0,1274227200
651,125,4.0,1321833600
65,564,4.0,1402617600
704,98,4.0,1389398400
811,555,4.0,1376438400
376,615,5.0,1390867200
1012,553,4.0,1366761600
481,516,5.0,1367020800
406,12,5.0,1283558400
750,295,5.0,1287014400
11,0,4.0,1295481600
762,339,5.0,1398988800
690,369,2.0,1311206400
1062,684,4.0,1405468800
453,393,5.0,1323302400
617,32,5.0,1303776000
547,614,3.0,1404259200
687,67,5.0,1290470400
958,203,5.0,1264032000
1157,204,5.0,1268870400
512,568,4.0,1393891200
202,464,5.0,1351641600
1298,374,5.0,1346803200
253,254,5.0,1271289600
99,606,4.0,1395964800
809,63,3.0,1339286400
1323,245,5.0,1274832000
4,0,5.0,1291766400
1292,122,5.0,1303344000
1042,424,3.0,1376524800
1309,460,4.0,1353715200
906,579,4.0,1392854400
21,232,5.0,1262304000
61,105,5.0,1315785600
1243,308,5.0,1316995200
199,550,5.0,1380499200
146,96,4.0,1271376000
993,601,5.0,1386115200
22,253,3.0,1289001600
284,185,2.0,1248825600
1166,173,4.0,1238371200
1130,79,4.0,1278115200
847,214,4.0,1259020800
85,358,5.0,1314576000
670,83,5.0,1283644800
1214,376,5.0,1314230400
244,79,5.0,1281744000
1254,317,4.0,1336608000
495,180,4.0,1260748800
1213,242,3.0,1325721600
1211,205,5.0,1321574400
365,184,4.0,1251331200
669,32,5.0,1310860800
1102,474,5.0,1368403200
798,507,5.0,1368057600
1061,299,4.0,1306886400
109,474,5.0,1361318400
1052,363,5.0,1377648000
432,79,5.0,1248998400
265,350,2.0,1390262400
233,120,4.0,1285632000
1050,145,5.0,1239408000
381,391,5.0,1325030400
977,53,5.0,1397001600
386,133,5.0,1356048000
195,556,4.0,1373068800
362,246,5.0,1333238400
271,571,5.0,1403049600
1370,363,4.0,1325030400
453,224,5.0,1260144000
559,363,4.0,1372291200
599,588,4.0,1389484800
222,141,5.0,1272067200
481,107,5.0,1285545600
739,453,5.0,1346198400
402,214,4.0,1255305600
561,501,2.0,1364860800
601,60,4.0,1397520000
340,585,5.0,1400630400
106,154,5.0,1398988800
388,231,4.0,1359763200
956,258,4.0,1296172800
971,151,5.0,1398643200
31,202,5.0,1266451200
1253,345,4.0,1317686400
238,198,4.0,1259280000
432,532,4.0,1379030400
1206,294,5.0,1290124800
1312,358,5.0,1335398400
516,172,3.0,1364688000
767,34,5.0,1387929600
176,204,3.0,1259884800
809,554,4.0,1368230400
1096,181,5.0,1277337600
105,221,4.0,1275782400
1202,99,5.0,1298937600
1104,361,3.0,1353456000
795,531,5.0,1377129600
249,453,5.0,1346976000
203,674,4.0,1404950400
200,472,4.0,1348358400
886,229,3.0,1282780800
416,87,5.0,1373068800
459,229,5.0,1268870400
274,608,4.0,1395273600
1199,522,4.0,1402272000
1174,266,3.0,1282694400
1236,407,5.0,1323993600
1163,496,4.0,1353974400
944,659,4.0,1400284800
48,1,5.0,1298592000
796,61,5.0,1277769600
616,25,5.0,1403049600
193,207,5.0,1254441600
103,247,4.0,1274313600
632,43,5.0,1288310400
25,67,5.0,1290470400
1075,471,4.0,1352937600
1327,598,4.0,1392854400
216,212,4.0,1266451200
16,200,5.0,1265068800
1298,125,5.0,1329091200
595,445,5.0,1341187200
129,502,4.0,1385251200
1197,317,2.0,1366243200
655,587,4.0,1381708800
585,559,4.0,1391644800
520,110,5.0,1262476800
420,215,5.0,1288051200
1321,585,3.0,1399593600
935,585,5.0,1395878400
299,211,4.0,1259712000
558,471,3.0,1357776000
635,136,3.0,1397692800
82,231,5.0,1360540800
259,518,5.0,1366761600
1010,549,3.0,1380672000
299,286,5.0,1292803200
46,220,5.0,1333152000
249,267,5.0,1290902400
136,433,3.0,1327449600
369,16,4.0,1404086400
236,561,5.0,1388188800
85,306,5.0,1335657600
270,279,3.0,1398211200
1044,119,3.0,1395187200
183,201,5.0,1261008000
1198,663,5.0,1397520000
1053,149,4.0,1300233600
824,456,4.0,1376697600
78,461,4.0,1343779200
624,632,3.0,1400630400
764,400,5.0,1322784000
667,207,5.0,1254182400
726,32,5.0,1315267200
790,503,5.0,1402012800
709,638,5.0,1395273600
21,690,4.0,1404864000
226,181,4.0,1270857600
452,382,5.0,1326931200
351,121,5.0,1303084800
345,482,5.0,1355961600
83,403,4.0,1321401600
451,474,5.0,1359763200
766,326,3.0,1306281600
1008,368,3.0,1318982400
852,237,5.0,1337558400
49,168,5.0,1295481600
195,122,3.0,1305849600
1144,227,4.0,1282608000
1232,604,5.0,1386201600
415,443,5.0,1348704000
426,268,4.0,1297900800
818,266,5.0,1276473600
225,60,4.0,1396569600
328,118,4.0,1303344000
410,295,5.0,1289779200
361,316,4.0,1386028800
176,198,2.0,1260057600
194,554,3.0,1368230400
94,280,4.0,1398988800
195,12,4.0,1283299200
616,522,5.0,1403049600
334,253,5.0,1279152000
260,370,3.0,1306886400
153,378,4.0,1325030400
188,255,4.0,1284768000
68,12,5.0,1280707200
528,644,4.0,1390435200
688,593,5.0,1385942400
961,390,4.0,1332288000
533,172,4.0,1360195200
1306,454,4.0,1381881600
827,407,5.0,1329350400
649,300,5.0,1349222400
599,340,4.0,1395964800
233,14,1.0,1290038400
24,18,5.0,1256860800
244,200,4.0,1260662400
743,696,5.0,1404000000
1050,314,5.0,1332288000
583,358,5.0,1314144000
98,535,5.0,1367280000
8,204,4.0,1264636800
346,306,5.0,1337040000
56,327,3.0,1316649600
737,233,5.0,1267488000
757,566,5.0,1380326400
713,499,4.0,1355011200
1298,247,4.0,1271635200
1059,407,3.0,1324512000
1372,235,5.0,1302739200
126,241,5.0,1330905600
645,559,4.0,1390521600
1049,298,5.0,1304985600
610,649,5.0,1388880000
1126,108,4.0,1397520000
601,283,4.0,1397865600
157,253,4.0,1275436800
1002,57,5.0,1320105600
828,58,4.0,1308441600
1245,374,4.0,1340755200
107,25,5.0,1402444800
1297,411,5.0,1319587200
943,371,5.0,1311206400
1273,311,3.0,1295827200
758,422,3.0,1335052800
439,231,5.0,1361318400
386,366,5.0,1311033600
251,205,5.0,1308182400
464,36,5.0,1398470400
1006,461,5.0,1345680000
1373,391,3.0,1321574400
374,577,5.0,1403913600
432,246,5.0,1324425600
399,333,5.0,1353888000
1191,245,4.0,1275523200
332,9,5.0,1288569600
1144,352,5.0,1298678400
1009,142,4.0,1396051200
632,387,5.0,1375833600
260,127,4.0,1398643200
805,154,4.0,1400112000
920,283,5.0,1401840000
827,254,5.0,1273968000
95,143,5.0,1319068800
314,24,5.0,1399075200
1148,634,4.0,1395273600
787,296,5.0,1332374400
1034,620,5.0,1392768000
1024,62,4.0,1395273600
1184,379,5.0,1315785600
977,658,5.0,1400716800
1097,302,2.0,1312675200
832,487,4.0,1380672000
725,257,5.0,1285804800
520,46,5.0,1284854400
781,268,4.0,1290211200
871,387,4.0,1377561600
928,47,3.0,1404691200
194,645,4.0,1389830400
249,202,5.0,1258934400
1256,323,3.0,1340064000
653,60,4.0,1398556800
1319,464,3.0,1353369600
494,626,4.0,1400716800
413,72,5.0,1400112000
115,634,5.0,1395100800
490,298,4.0,1289952000
512,188,5.0,1253491200
407,449,5.0,1333497600
788,267,4.0,1293062400
386,379,5.0,1311033600
43,200,5.0,1260921600
465,525,5.0,1368403200
215,12,5.0,1282435200
223,209,4.0,1255392000
676,217,4.0,1401062400
630,167,4.0,1303948800
220,270,4.0,1276646400
386,463,5.0,1359331200
477,75,2.0,1314662400
361,684,5.0,1403568000
442,120,5.0,1285718400
116,2,4.0,1295222400
690,254,3.0,1269475200
1023,240,1.0,1309392000
1324,231,5.0,1360022400
303,201,5.0,1259539200
902,358,5.0,1319328000
549,300,5.0,1350777600
1064,200,5.0,1260403200
448,231,5.0,1361232000
1081,69,4.0,1305763200
456,198,4.0,1260057600
838,316,5.0,1384646400
546,21,5.0,1393200000
463,319,5.0,1311292800
52,200,5.0,1262908800
1064,198,5.0,1260403200
556,174,5.0,1249171200
644,36,5.0,1403827200
1280,459,3.0,1353801600
737,198,5.0,1259539200
1203,270,4.0,1276041600
322,342,5.0,1400544000
143,651,4.0,1388707200
473,424,5.0,1373241600
312,25,4.0,1398470400
1338,502,5.0,1385337600
1100,376,3.0,1316563200
267,372,4.0,1309392000
551,74,5.0,1392854400
1005,58,5.0,1306800000
1257,111,3.0,1303171200
386,24,4.0,1401580800
294,232,5.0,1261785600
345,627,3.0,1403827200
816,67,5.0,1290988800
538,523,3.0,1405209600
432,83,4.0,1282608000
122,3,5.0,1306886400
1359,504,4.0,1367366400
521,68,4.0,1304985600
979,186,5.0,1248998400
822,62,4.0,1389744000
681,29,5.0,1307836800
758,204,5.0,1261699200
1324,483,4.0,1356652800
374,109,3.0,1299369600
866,161,4.0,1398211200
85,54,5.0,1324771200
913,454,5.0,1380326400
256,622,3.0,1395273600
105,203,5.0,1261353600
